month,paper_count,mention_count,share_pct,rolling_12m_pct,series_key,series_label,series_kind
1977-09-01,50,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1977-10-01,27,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1977-11-01,24,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1977-12-01,34,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-01-01,51,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-02-01,26,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-03-01,29,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-04-01,36,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-05-01,28,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-06-01,38,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-07-01,26,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-08-01,26,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-09-01,41,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-10-01,33,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-11-01,24,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1978-12-01,44,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-01-01,50,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-02-01,33,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-03-01,47,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-04-01,33,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-05-01,24,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-06-01,35,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-07-01,25,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-08-01,19,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-09-01,26,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-10-01,41,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-11-01,17,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1979-12-01,36,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-01-01,54,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-02-01,28,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-03-01,33,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-04-01,26,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-05-01,28,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-06-01,34,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-07-01,18,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-08-01,30,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-09-01,48,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-10-01,40,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-11-01,33,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1980-12-01,49,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-01-01,57,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-02-01,33,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-03-01,41,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-04-01,38,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-05-01,18,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-06-01,59,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-07-01,24,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-08-01,15,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-09-01,37,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-10-01,34,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-11-01,32,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1981-12-01,39,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1982-01-01,97,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1982-02-01,31,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1982-03-01,46,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1982-04-01,29,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1982-05-01,32,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1982-06-01,55,1,1.8181818181818181,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1982-07-01,41,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1982-08-01,41,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1982-09-01,50,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1982-10-01,43,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1982-11-01,25,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1982-12-01,61,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1983-01-01,124,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1983-02-01,24,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1983-03-01,57,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1983-04-01,59,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1983-05-01,36,0,0.0,0.15151515151515152,adjacent_top_150,adjacent 150,journal_cutoff
1983-06-01,45,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1983-07-01,27,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1983-08-01,47,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1983-09-01,51,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1983-10-01,41,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1983-11-01,49,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1983-12-01,57,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1984-01-01,114,1,0.8771929824561403,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-02-01,41,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-03-01,40,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-04-01,55,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-05-01,35,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-06-01,63,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-07-01,47,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-08-01,39,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-09-01,49,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-10-01,51,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-11-01,37,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1984-12-01,66,0,0.0,0.07309941520467836,adjacent_top_150,adjacent 150,journal_cutoff
1985-01-01,141,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-02-01,40,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-03-01,60,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-04-01,45,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-05-01,26,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-06-01,75,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-07-01,46,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-08-01,56,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-09-01,47,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-10-01,59,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-11-01,39,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1985-12-01,54,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1986-01-01,187,1,0.53475935828877,0.0445632798573975,adjacent_top_150,adjacent 150,journal_cutoff
1986-02-01,48,0,0.0,0.0445632798573975,adjacent_top_150,adjacent 150,journal_cutoff
1986-03-01,53,1,1.8867924528301887,0.2017959842599132,adjacent_top_150,adjacent 150,journal_cutoff
1986-04-01,54,0,0.0,0.2017959842599132,adjacent_top_150,adjacent 150,journal_cutoff
1986-05-01,35,0,0.0,0.2017959842599132,adjacent_top_150,adjacent 150,journal_cutoff
1986-06-01,68,0,0.0,0.2017959842599132,adjacent_top_150,adjacent 150,journal_cutoff
1986-07-01,57,0,0.0,0.2017959842599132,adjacent_top_150,adjacent 150,journal_cutoff
1986-08-01,73,0,0.0,0.2017959842599132,adjacent_top_150,adjacent 150,journal_cutoff
1986-09-01,55,0,0.0,0.2017959842599132,adjacent_top_150,adjacent 150,journal_cutoff
